datapoint_id,influence_score
27111,-0.12866166061394155
37068,-0.12216064111858198
25332,-0.2539026104998254
28408,0.11866021234328154
24457,-0.12030750279212715
32639,0.12473154131514405
27164,-0.09079595031528333
26223,-0.21831820034144908
33998,0.12356298032732713
31648,0.11754417714227341
26000,-0.2849374791944839
29659,-0.01470669974841559
36897,-0.07067705603359052
23989,0.02429804170018563
13811,0.12622672527176923
27165,-0.06048125469639447
32806,0.11997401095045875
29247,0.1191371505017352
39479,0.033500500346885204
36994,-0.07483416472343311
34662,0.11387432545222953
29266,0.12461241902424586
26214,-0.188635858741503
40405,0.12383181059120278
33407,0.12150769695168895
26081,-0.10959094946653923
24199,0.03336576428404104
36696,-0.04081579580222258
26227,-0.10375961739356737
34970,0.033239517178228886
28213,0.12919766444094904
30576,0.12003217924785645
37024,-0.15466503675329013
29173,0.12326036240418477
28263,0.12302823588434372
12367,-0.15059436430873804
33247,0.1258847540332997
26208,-0.0473984308979553
27177,-0.08215231246511481
10956,-0.11076991534014335
27782,0.12149841923103596
36212,0.10876899656391371
36359,0.11897115175416283
28001,0.12284927558308185
40302,0.07520617372598336
37136,-0.2224775345569865
20220,0.11110713476611785
26992,-0.004797632322466908
32539,0.12200840449127658
40446,0.08040780069821121
35622,0.11918737299196125
17141,0.1108124983818973
25306,-0.01900243485021452
40167,0.12487753692550276
27803,0.12476446173333453
37156,-0.19047224307267863
28653,0.12180170262903464
12612,0.10704488776658236
36321,0.12265784458082632
27693,0.11370232257831614
27412,0.12332106428475233
37011,-0.07397747144576768
26461,-0.11729134643359258
24227,0.04103115629915099
37005,-0.14840251559023793
40296,0.09120248874492964
29294,0.12105399022031019
19814,0.010044867964695718
29060,0.12416759473650044
24312,0.08486789512053884
26982,-0.11587094215863476
27768,0.12736341196655976
25582,-0.15976978998349375
19338,0.06705813832506838
25280,-0.07820244601084247
25272,-0.012560164294930655
31289,0.11782393450361225
26065,-0.2426108294096404
40537,0.11843518413602967
39072,-0.03422860646504771
25550,-0.010397522017640779
40339,0.11881489845457592
31713,0.1177767477598287
26176,-0.0554147895933553
27163,-0.23701017214685338
38065,0.0839050146569668
34932,0.12186776368703363
34732,0.08608284361620246
27639,0.12403624955219522
25291,-0.02938643501098556
25956,-0.19972994178802442
40369,0.11016911618584488
25116,-0.054975046765276384
33261,0.122409001782362
24125,0.017387978906668534
25305,-0.007891901776648644
23117,-0.026774244925549417
37261,-0.218164782405746
25098,-0.12326151039658538
26940,-0.10850712365990375
28286,0.12032636348996005
26108,-0.1024771761448053
40356,0.12668494897919622
26164,-0.28029843860388376
37239,0.03406105515656229
27195,-0.1538841769199975
30481,-0.04484438973857369
14604,-0.008090440198535722
27222,-0.11208072647874608
21125,0.12590322571113793
24667,-0.29380514733720353
30553,0.11249562984394312
25185,-0.03878624227980638
27104,-0.08270768651495065
19674,0.10039942690332469
27185,-0.12091300624857369
37252,-0.122704560634792
32877,0.12111863638575207
28310,0.11732478698332532
26888,-0.11210146415125025
27610,0.12180967425911216
28108,0.11171244333042583
16260,0.11635720932142017
24552,-0.11363770083589263
26128,-0.07221369249476493
28027,0.12356906113300987
40468,0.10594421595731915
31513,0.029507928435903573
13068,0.11829259685217018
33964,0.1233023357147507
36235,0.11192284684835753
24047,-0.06888727019065143
38981,-0.16861873763130455
31426,0.09458941043128162
28118,0.10425477445022409
26873,-0.08862063266966357
40409,0.12677402749024097
28749,0.12243646090614066
20133,0.1013871506577404
25030,0.09512758656447834
34041,0.11333263759083627
37130,-0.2108291155612928
36221,-0.03701302239957803
39100,-0.19011513181107367
28106,0.11650225115165427
37126,-0.15189137761844165
26511,-0.05213468952438594
37135,-0.12743008507606474
24427,-0.30583847749049514
18184,0.12019898448731008
12789,-0.26276095922694837
31483,0.1245687836496299
36504,-0.21013407541871781
19947,0.050253902651660014
25435,-0.142132472897064
25760,-0.1463096220587977
35591,0.11955098255488336
25965,-0.10116225145132071
24553,-0.19012296731197056
39292,-0.0030923597055143854
31486,0.11254283493200469
40100,0.11800107289207991
25819,-0.15400024657913014
14075,0.12061742675987411
12512,-0.19602427403298295
18871,0.11751187913677572
24774,-0.10110867830252804
28859,0.08883603645470328
15647,0.11837268588586658
26799,-0.21051365850400938
30120,0.12062134324424426
29074,0.12338196162940451
35815,-0.025747801783094732
26148,-0.10467901714373395
24727,-0.3052154031769591
28763,0.007305819504356632
35745,0.1237896638184381
27609,0.1182383613002354
25000,-0.21298276342502379
27389,0.11981400200617572
25037,0.026023051644878045
29287,0.11831706126638711
25614,-0.23259810153593202
17433,0.11842164609224011
26137,-0.09593926212416663
35891,0.11961825793440645
27428,0.11893552745303855
32046,0.12534044464843994
25119,-0.11901525974703783
25475,-0.044164237504607996
16079,0.023973667964521855
25983,-0.06519166888697484
25928,-0.10325667843453479
32168,0.12307846437874281
36921,-0.17695530939041185
28360,0.11889204669162788
16104,0.11733707844317304
25958,-0.14057575059951538
26352,-0.08302442853318
24986,-0.38207642655706914
27624,0.12606424443898095
33554,0.12315750929226923
26266,-0.1264665693807253
26886,-0.15583504014293303
24619,-0.2166231506351092
19623,0.1185091024797182
21904,0.07901851964497437
39080,-0.42534877975096824
12248,-0.10560653585953908
36241,0.12152924318597128
25103,-0.03783946784644612
26928,-0.05395376365752729
22754,0.017073411273614825
37031,-0.11441199609691835
36785,-0.09066672350072685
28067,0.08737111781758719
19426,-0.1449734911268153
35696,0.12002631552823431
37001,-0.17214796787444772
37229,-0.8829428561068211
40568,0.06572896961594932
39175,-0.038980202157315985
36863,-0.0981580003359284
31531,0.11554081186562634
36561,-0.21411447976556722
36955,-0.031822467921258354
35226,0.11764150634731872
16005,0.09621483789895206
24752,-0.08271258631643404
39063,-0.13261963720356415
26367,-0.05511507850066609
13323,0.12340151303023336
36918,-0.2060172615705701
19823,0.11970826596533635
26030,-0.2084072442889787
37223,-0.1920651940471689
37194,-0.060313340723699746
25987,-0.10047323333058221
27084,-0.1205346837933472
26422,-0.09312853247612292
17611,0.10706890963975738
25264,-0.14558515913655917
37542,0.06360975528278742
25179,-0.03902100031418108
24604,-0.053574559479958574
26071,-0.10943949459974395
31664,0.11942963851773998
33372,0.12521082340204268
32039,0.0692795654785568
37219,0.018106638402825663
36642,-0.1795528064888116
33334,0.12487174916038972
24072,0.05147619413995013
37033,-0.11594185881507889
33002,0.12378054647872791
20829,0.12286810362767725
34648,0.11085826754146622
25053,0.06591544456379338
26072,-0.21242537563307576
25108,-0.07468826915489957
27090,0.007715262986113073
24123,0.07132829855386703
24411,-0.19734375827621767
26348,0.0004977839282521328
26125,-0.0464095351920658
39971,-0.18067037767058863
34517,0.09704430597210857
38056,-0.033163646342111476
19896,0.11791282052927149
7178,-0.27623764176973215
25931,-0.10828430756180484
24294,0.06355521928004843
36608,-0.0969436447454985
24508,-0.12446057775249102
27191,-0.15378755529585508
37035,-0.049117222938770716
26053,-0.11277432328868482
19890,0.08216601519037472
26107,-0.05557541186752702
38577,-0.024746109459571675
19825,0.11759647820609338
12327,-0.055457316091055954
40139,0.10914805882827552
36652,-0.07332493779298375
7177,-0.22205050702106616
32444,0.11990775867713879
25249,-0.24055480726398465
33480,0.12649611034712718
40183,0.12512525848084444
28909,0.12464804019889092
27843,0.11620012409467029
26237,-0.07518089630844467
26454,-0.1307147454313287
24432,-0.41374914517163897
23116,-0.23705504096181562
20275,0.10881154361534412
40394,0.11820622232051622
26385,-0.008289206294350605
27038,0.009365244546026844
34428,0.0967951803566144
25036,-0.1712196630700999
31993,0.12102427047000693
27121,-0.07658814840794946
27774,0.10631914284923377
32918,0.09163126284537026
17605,0.12298157335713679
29012,0.12662284353941078
25992,-0.032092108379594156
39110,-0.09853464581389337
25790,-0.12985292847623822
23885,0.038785599468556434
28308,0.12376944593049836
28259,0.12306711329554329
13930,-0.1056697260551373
6639,-0.27367691803718347
19776,0.11430814980667696
40222,0.11799158753744071
21938,-0.03560584819290265
29270,0.12114237012134096
36682,-0.16308276796291662
28281,0.09787368902508636
21107,0.07995540763916749
23258,0.10748134731978608
33582,0.1250736804969062
37025,-0.3186660468736076
39128,-0.10271033394717098
22349,0.12163107344744035
25934,-0.24065515851707567
26499,-0.15824955189894357
32629,0.12418391935134931
25219,-0.07240614332608183
25980,-0.03818241766269407
14524,0.12482742566243495
36615,-0.10036458245717608
40038,0.0806786636697224
24029,-0.010828741994592841
24803,-0.11971023116926581
31907,0.1235318614117378
28268,0.12518552101954275
35006,0.12315999151306015
34541,-0.048237825958037266
36537,-0.15615409158996046
19774,0.11911762011742055
17989,0.11598649404362775
24335,-0.06373509649987476
16218,0.10860972886398038
12783,0.050521472262040845
39097,-0.15257769549968522
25737,-0.09068781021348087
24404,-0.14549280602847506
33618,0.11898065393818548
20759,0.11692232530098746
24208,0.011056240179759485
31226,0.12189365719211444
31453,0.0999160492668898
26064,-0.16983254110283733
35228,0.1263219123356747
17714,0.08360503768838978
21053,0.0549953659873886
25172,-0.18912767275513148
25310,-0.05091442353946865
13400,0.10448312481463426
23996,0.11143936648841872
39832,-0.1585339639828239
24076,-0.020878305398190085
36549,-0.08624334329282575
26205,-0.07783672900134671
36336,0.12141527870771326
28689,0.11887398834171208
20760,0.0837220035337718
24038,0.02973980962763756
26351,-0.05839546999366158
36800,-0.21842652084982456
14934,0.12200679138655118
33776,0.12228871190180729
35416,0.12212349557249443
36189,-0.010808564415962776
17723,0.11983270590520372
36258,0.12587971156618333
34486,0.12262355639186141
31470,0.10526415649568834
31562,0.11947009217070428
19764,0.11810519587433747
37129,-0.1266840222980757
13971,0.11890543145112609
13421,0.06910976635076728
34123,0.10462597224489788
12681,0.021526654956606356
39082,-0.516353757036713
31286,0.10678761599293847
27444,0.12065249982173423
26174,-0.11938947094275457
25896,-0.10813188648593627
25096,-0.017939886784891737
24174,0.03447135669814908
25939,-0.20197955739874374
24669,-0.4371921344981321
14310,0.11902337663554517
29385,0.12578242604590537
17244,0.11934566927484999
20380,0.11942577549707954
26894,-0.2147387669013336
29333,0.12346109233491662
40623,0.11941709471089433
30924,0.12366242913006717
27619,0.12442297526860913
36714,-0.14955770404069077
40221,0.12339199267737234
40566,0.11439446670656439
28048,0.12595965515091762
19685,0.12270110887192442
22096,0.1166925596231013
36792,-0.0643036168631827
33091,0.12383614769759264
32146,-0.023668016980024412
37217,-0.4087380491647622
31074,0.12435921615363284
35488,0.11790243033959268
25215,-0.12864949895902114
31714,0.12135751397077678
24271,-0.045161514219211316
20443,0.06910561589799778
24601,-0.09643767816927247
39457,-0.08908859268229864
32510,0.12277017337656694
36494,-0.1870003484904515
24357,-0.15397343826310475
12756,0.06652037312156477
33933,0.120726045840635
39825,-0.054650843127880815
36571,-0.09114395840482062
5180,-0.19095830420570198
2725,-0.22912970323548965
40381,0.12424698266341246
12811,0.10668349987378746
13836,0.12491289390817945
24713,-0.4178102744197952
14197,0.11995878005975436
40035,0.004112614670444937
17878,0.052784263048384336
24159,0.0005254760892015795
36536,-0.0665391397243274
36350,0.12224218359165229
39540,0.007341912529320636
40399,0.08682303824954499
32280,0.12172715594831485
34164,0.12343918335825589
25238,-0.04256150700554627
37226,-0.3053898409241796
36328,0.10883148247550282
38864,-0.14502332076243976
34725,0.10502934160875754
38679,-0.38313914074845384
25791,-0.1201662261234959
36937,-0.06797689182901664
26485,-0.0994191710266675
25788,-0.09653498886972203
35312,0.12277825930860888
24353,-0.04919599763298404
37213,-0.3187696307816092
25670,-0.13769979588546008
27118,-0.07373920347163532
40427,0.06726678888692096
39955,0.09087795177845633
36960,-0.02800898198413559
36507,-0.18447350310358318
36008,0.009724709070560627
25542,-0.04048542484662424
25536,-0.16269460186199375
25230,-0.12185649113555411
29567,0.12074718318158946
36554,-0.14813206989670946
36902,-0.14509281837659316
32002,0.1223024482709732
33276,0.11782766146358502
26209,-0.039050758226741485
30953,0.12610025819750054
21474,0.12199501121803934
20137,0.11554422385406388
20726,0.11348463193610538
27081,-0.025198133125024242
23230,0.1161300996484787
40567,0.06315228499461813
