idx,moltype,tr_avg_f1,vl_avg_f1,mem_score,mem_score2
37035,tmRNA,0.9447838478512396,0.782188465046729,0.16259538280451058,0.09415054404182384
37036,tmRNA,0.9022010283962265,0.6331348131967213,0.26906621519950524,0.17524909398346528
37038,tmRNA,0.878982534224138,0.7732846071428572,0.10569792708128078,0.06397145136822859
37041,tmRNA,0.9508611352136752,0.8264223869369369,0.12443874827673829,0.07001626174205479
37046,tmRNA,0.8697046742857143,0.614070393119266,0.25563428116644826,0.17228641104849868
37050,tmRNA,0.9112539874074074,0.6405331319166667,0.27072085549074065,0.1744574704349015
37066,tmRNA,0.8848141309734513,0.5274809687826086,0.35733316219084266,0.25301593289714264
37067,tmRNA,0.9358762343269231,0.7593232472580644,0.1765529870688587,0.1041487972281493
37068,tmRNA,0.9259806610891089,0.660204610472441,0.265776050616668,0.16755675101876324
37071,tmRNA,0.7991750986086956,0.5799252388495575,0.21924985975913813,0.15898035393365645
37074,tmRNA,0.9059396515833333,0.7247113876851853,0.18122826389814806,0.11113859405470583
37075,tmRNA,0.9053863332142857,0.7310034567241379,0.17438287649014783,0.10656561020018937
37077,tmRNA,0.8432813341441442,0.6315990882905983,0.2116822458535459,0.14352502252630042
37078,tmRNA,0.9109570174358974,0.4474017227027027,0.46355529473319473,0.34126131855705205
37079,tmRNA,0.8333368825925925,0.6752855366666667,0.15805134592592585,0.1047653434737698
37080,tmRNA,0.7392558387786259,0.2778900781301661,0.4613657606484598,0.4535885687380985
37109,tmRNA,0.9329692438655462,0.7991309805504587,0.13383826331508752,0.07726935279406967
37110,tmRNA,0.9700575368595041,0.7755278282616126,0.19452970859789154,0.11144095985497346
37112,tmRNA,0.7710846156862745,0.4980862315079365,0.272998384178338,0.21509979116039624
37121,tmRNA,0.9522742356730769,0.7119399108064516,0.24033432486662532,0.14441310054660186
37122,tmRNA,0.8576915143902438,0.5965798481904762,0.26111166619976767,0.17954810423854065
37124,tmRNA,0.9132328027419354,0.48305576300121256,0.43017703974072286,0.3080860577782998
37126,tmRNA,0.8806086484920636,0.6510635384313725,0.229545110060691,0.1498656905964731
37127,tmRNA,0.9533965268627451,0.7902141857142857,0.16318234114845942,0.09358874660002423
37128,tmRNA,0.92714293904,0.7782515034951456,0.1488914355448544,0.08730615735062476
37129,tmRNA,0.8963207001785715,0.6718453760344828,0.22447532414408866,0.143145121903269
37130,tmRNA,0.8209769773170732,0.5812289455238095,0.23974803179326365,0.17097918921033498
37134,tmRNA,0.8840938894871795,0.6007580006306307,0.2833358888565488,0.19081760998672304
37135,tmRNA,0.8716917606542055,0.7054147324793388,0.16627702817486667,0.10543170603812033
37136,tmRNA,0.8872750703448276,0.5869205174107143,0.3003545529341133,0.2037413186071206
37144,tmRNA,0.9200907754205608,0.6877363047107438,0.23235447070981707,0.14451458964781314
37148,tmRNA,0.9676916228828829,0.7644934376068375,0.20319818527604538,0.11730743435611755
37151,16S-rRNA,0.9235499334285715,0.6082922419512194,0.31525769147735205,0.20580298450079557
37152,16S-rRNA,0.9521277081679389,0.7169463955670103,0.23518131260092856,0.14090525523980907
37154,16S-rRNA,0.9999951747580645,0.9218073407692308,0.07818783398883378,0.0406846350533478
37156,16S-rRNA,0.9324853915966387,0.6421851114678899,0.29030028012874876,0.18435620630715055
37158,16S-rRNA,0.9138415110606061,0.637558149375,0.2762833616856061,0.17808651679608495
37162,16S-rRNA,0.9537396383018868,0.5804573430327868,0.37328229526909995,0.24330793229977762
37164,16S-rRNA,0.9995002050925926,0.7342003319166667,0.26529987317592596,0.1530252010151561
37172,16S-rRNA,0.9774478056034482,0.2511259411728289,0.7263218644306193,0.5911910997092812
37173,16S-rRNA,0.9666707390677967,0.42115523992944315,0.5455154991383535,0.39307197544501254
37176,16S-rRNA,0.9184184969811321,0.6773428519672131,0.24107564501391898,0.15107249287169106
37177,16S-rRNA,0.9625593179577465,0.7301566838372093,0.2324026341205372,0.1372957033986194
37179,16S-rRNA,0.9986114410084034,0.9316049835779816,0.06700645743042177,0.034714478944909095
37181,16S-rRNA,0.93092097,0.7129994847008547,0.21792148529914523,0.1325620620365117
37183,16S-rRNA,0.9407974627642277,0.6558979576190477,0.28489950514518003,0.17843071478015007
37184,16S-rRNA,0.999301507398374,0.9024363265714286,0.0968651808269454,0.05093508637031381
37187,16S-rRNA,0.9650360303703704,0.18688487908114773,0.7781511512892227,0.6755248080875065
37189,16S-rRNA,0.999993035037594,0.08537977874566034,0.9146132562919336,0.8426719783996535
